297  	0    14890.3             
297  	1    14908.8             
297  	2    14933.2             
297  	3    14963.2             
297  	4    14999.9             
297  	5    15047               
297  	6    15103.5             
297  	7    15171.3             
297  	8    15253.5             
297  	9    15347.8             
297  	10   15455.3             
297  	11   15570.2             
297  	12   15688.4             
297  	13   15805.9             
297  	14   15891.7             
297  	15   15948.9             
297  	16   15966.3             
297  	17   15895.8             
297  	18   15778.4             
297  	19   15615.4             
297  	20   15404               
297  	21   15212.4             
297  	22   15050.5             
297  	23   14941.7             
297  	24   14883               
297  	25   14859.5             
297  	26   14864               
297  	27   14885.1             
297  	28   14945.9             
297  	29   15079.7             
297  	30   15265.8             
297  	31   15448.7             
297  	32   15400.4             
297  	33   15262.3             
297  	34   15077.1             
297  	35   15026.8             
297  	36   15046.1             
297  	37   15226.4             
297  	38   15283.5             
297  	39   15185.7             
297  	40   14940.6             
297  	41   15000.1             
297  	42   15186.3             
297  	43   15449.7             
297  	44   14989.2             
297  	45   14858.1             
297  	46   15339.7             
297  	47   15168.6             
297  	48   14988.4             
297  	49   15207.4             
297  	50   15090               
297  	51   15009.2             
297  	52   15200.8             
297  	53   15298               
297  	54   15261.2             
297  	55   15006.7             
297  	56   14877.6             
297  	57   14847.5             
297  	58   14903.8             
297  	59   14948.2             
297  	60   15026               
297  	61   15261.4             
297  	62   15308.5             
297  	63   15222.2             
297  	64   15042               
297  	65   14964.9             
297  	66   14961               
297  	67   15140               
297  	68   15106.5             
297  	69   15001.1             
297  	70   15024.8             
297  	71   15017.2             
297  	72   14995.2             
297  	73   14992.4             
297  	74   14986               
297  	75   15001.2             
297  	76   15142.3             
297  	77   15170.4             
297  	78   15113.7             
297  	79   15102.5             
297  	80   15100.9             
297  	81   15102               
297  	82   15060.5             
297  	83   15038.4             
297  	84   15026.5             
297  	85   15027.5             
297  	86   15029.2             
297  	87   15031               
297  	88   15023.8             
297  	89   15018.8             
297  	90   15015.7             
297  	91   15010.8             
297  	92   15002.9             
297  	93   14993.2             
297  	94   14986.9             
297  	95   14982.8             
297  	96   14980.8             
297  	97   14978.2             
297  	98   14975.4             
297  	99   14972.4             
297  	100  14962.8             
297  	101  14956.5             
297  	102  14952.9             
297  	103  14949.8             
297  	104  14946               
297  	105  14941.4             
297  	106  14937.2             
297  	107  14933               
297  	108  14929.1             
297  	109  14925.3             
297  	110  14921.7             
297  	111  14918.6             
297  	112  14915.6             
297  	113  14912.7             
297  	114  14910               
297  	115  14907.9             
297  	116  14906               
297  	117  14904.1             
297  	118  14902.5             
297  	119  14901               
297  	120  14899.7             
297  	121  14898.6             
297  	122  14897.6             
297  	123  14896.7             
297  	124  14895.8             
297  	125  14895               
297  	126  14894.4             
297  	127  14893.8             
297  	128  14893.2             
297  	129  14892.7             
297  	130  14892.3             
297  	131  14891.9             
297  	132  14891.6             
297  	133  14891.3             
297  	134  14891.1             
297  	135  14891.1             
297  	136  14891.1             
297  	137  14891.3             
297  	138  14891.6             
297  	139  14892.1             
297  	140  14892.7             
297  	141  14893.4             
297  	142  14894.3             
297  	143  14895.2             
297  	144  14896.4             
297  	145  14897.6             
297  	146  14899               
297  	147  14900.3             
297  	148  14901.9             
297  	149  14903.6             
297  	150  14905.5             
297  	151  14907.4             
297  	152  14909.5             
297  	153  14911.6             
297  	154  14913.7             
297  	155  14916               
297  	156  14918.3             
297  	157  14920.5             
297  	158  14922.8             
297  	159  14924.9             
297  	160  14926.4             
297  	161  14927.7             
297  	162  14928               
297  	163  14927.7             
297  	164  14926.8             
297  	165  14925               
297  	166  14923               
297  	167  14920.8             
297  	168  14918.3             
297  	169  14916               
297  	170  14913.8             
297  	171  14911.5             
297  	172  14909.8             
297  	173  14908.6             
297  	174  14908               
297  	175  14907.9             
297  	176  14907.9             
297  	177  14907.7             
297  	178  14907.9             
297  	179  14908.4             
297  	180  14909               
297  	181  14909.1             
297  	182  14908.9             
297  	183  14910.4             
297  	184  14911.4             
297  	185  14912.1             
297  	186  14912.7             
297  	187  14913.1             
297  	188  14913.2             
297  	189  14913.7             
297  	190  14914.5             
297  	191  14915.7             
297  	192  14916.4             
297  	193  14917.4             
297  	194  14918.2             
297  	195  14919.2             
297  	196  14920.2             
297  	197  14921.3             
297  	198  14923.2             
297  	199  14925               
297  	200  14926.8             
297  	201  14929.1             
297  	202  14931.4             
297  	203  14933.5             
297  	204  14935.7             
297  	205  14938.3             
297  	206  14941.3             
297  	207  14944.1             
297  	208  14946.9             
297  	209  14950               
297  	210  14953.3             
297  	211  14956.8             
297  	212  14960.4             
297  	213  14963.9             
297  	214  14967.5             
297  	215  14971               
297  	216  14974.8             
297  	217  14978.5             
297  	218  14982.1             
297  	219  14986               
297  	220  14990.2             
297  	221  14994.8             
297  	222  14999.1             
297  	223  15003.1             
297  	224  15006.9             
297  	225  15010.6             
297  	226  15014.4             
297  	227  15018.7             
297  	228  15022.9             
297  	229  15027               
297  	230  15031               
297  	231  15035               
297  	232  15038.9             
297  	233  15042.8             
297  	234  15046.7             
297  	235  15050.7             
297  	236  15054.9             
297  	237  15059.3             
297  	238  15063.6             
297  	239  15067.2             
297  	240  15071.3             
297  	241  15075.7             
297  	242  15080.8             
297  	243  15086.5             
297  	244  15092.5             
297  	245  15099               
297  	246  15106.7             
297  	247  15115.6             
297  	248  15127.7             
297  	249  15142.1             
297  	250  15161.5             
297  	251  15189.3             
297  	252  15242.2             
297  	253  15340.4             
297  	254  15572.7             
297  	255  15208.7             
297  	256  15073.1             
297  	257  15066.4             
297  	258  15054.5             
297  	259  15072.3             
297  	260  15084.7             
297  	261  15094.4             
297  	262  15102.1             
297  	263  15107.4             
297  	264  15111.5             
297  	265  15114.9             
297  	266  15117.4             
297  	267  15119               
297  	268  15120.4             
297  	269  15123               
297  	270  15126.7             
297  	271  15130.8             
297  	272  15133               
297  	273  15135.6             
297  	274  15138.2             
297  	275  15139.8             
297  	276  15139.8             
297  	277  15138.9             
297  	278  15137.9             
297  	279  15136.6             
297  	280  15135.1             
297  	281  15133.4             
297  	282  15132               
297  	283  15130.8             
297  	284  15129.6             
297  	285  15128.6             
297  	286  15127.5             
297  	287  15126.2             
297  	288  15125               
297  	289  15123.7             
297  	290  15122.8             
297  	291  15121.8             
297  	292  15120.6             
297  	293  15119.9             
297  	294  15119.4             
297  	295  15118.9             
297  	296  15118.3             
297  	297  15117.6             
297  	298  15116.7             
297  	299  15116.3             
