3.5   4.0   5.1   -4.9
4.0   4.5   2.6   -2.6
4.5   5.0   2.4   -2.3
5.0   5.5   0.9   -0.9
5.5   6.0   0.9   -0.9
6.0   6.5   2.0   -2.0
6.5   7.0   2.0   -1.9
7.0   7.5   1.9   -1.9
7.5   20.0  0.9   -0.8
