5.0   5.5   0.04   -0.02   0.09   -0.01   0.23   -0.21   
5.5   6.5   0.13   -0.09   0.20   -0.16   0.19   -0.17
6.5   8.0   0.41   -0.38   0.63   -0.62   0.17   -0.16
8.0   9.5   0.89   -0.85   1.3    -1.3    0.12   -0.12
9.5   11.5  1.7    -1.6    2.5    -2.4    0.16   -0.18
11.5  13.5  3.1    -2.7    4.4    -4.1    1.1    -1.1
13.5  16.0  5.1    -4.2    7.0    -6.4    3.2    -3.2
16.0  20.0  7.7    -5.6    10.6   -9.6    8.4    -7.9
