52   	0    14472.3             
52   	1    14470.6             
52   	2    14466.1             
52   	3    14462.5             
52   	4    14459.3             
52   	5    14456.8             
52   	6    14454.7             
52   	7    14452.8             
52   	8    14451.3             
52   	9    14450.2             
52   	10   14449.1             
52   	11   14448.3             
52   	12   14447.6             
52   	13   14447.1             
52   	14   14446.7             
52   	15   14446.3             
52   	16   14446.7             
52   	17   14447.2             
52   	18   14447.2             
52   	19   14447.6             
52   	20   14448.1             
52   	21   14448.7             
52   	22   14449.3             
52   	23   14449.9             
52   	24   14450.8             
52   	25   14451.4             
52   	26   14452.2             
52   	27   14452.9             
52   	28   14453.8             
52   	29   14454.7             
52   	30   14455.7             
52   	31   14456.5             
52   	32   14457.3             
52   	33   14458.2             
52   	34   14458.8             
52   	35   14459.6             
52   	36   14460.5             
52   	37   14461.1             
52   	38   14461.8             
52   	39   14462.6             
52   	40   14463.3             
52   	41   14464               
52   	42   14464.9             
52   	43   14465.5             
52   	44   14466               
52   	45   14466.7             
52   	46   14467.3             
52   	47   14467.8             
52   	48   14468.4             
52   	49   14469               
52   	50   19822.2             
52   	51   19820.5             
52   	52   14470.6             
52   	53   14471               
52   	54   14471.4             
52   	55   19825.6             
52   	56   19822.9             
52   	57   14472.7             
52   	58   19849.3             
52   	59   19833.4             
52   	60   19832               
52   	61   14474.1             
52   	62   19816.7             
52   	63   14474.7             
52   	64   14474.9             
52   	65   14475.1             
52   	66   14475.5             
52   	67   14475.6             
52   	68   14475.7             
52   	69   14475.9             
52   	70   14476.3             
52   	71   14476.5             
52   	72   14476.5             
52   	73   14476.6             
52   	74   14476.8             
52   	75   14476.9             
52   	76   14477               
52   	77   14477.2             
52   	78   14477.3             
52   	79   14477.3             
52   	80   14477.2             
52   	81   14477.2             
52   	82   14477.2             
52   	83   14477.3             
52   	84   14477.4             
52   	85   14477.3             
52   	86   14477.2             
52   	87   14477.3             
52   	88   14477.2             
52   	89   14477               
52   	90   14477.1             
52   	91   14477               
52   	92   14476.8             
52   	93   14476.8             
52   	94   14476.8             
52   	95   14476.7             
52   	96   14476.6             
52   	97   14476.4             
52   	98   14476.3             
52   	99   14476.2             
52   	100  14476.1             
52   	101  14476               
52   	102  14475.8             
52   	103  14475.6             
52   	104  14475.5             
