1.27536   0.007266   1.99463
1.27536   0.003589   1.99464
1.27536   0.000312   0.6171
1.27536   0.000596   0.33337
1.27536   3.6e-05   0.23
0.822299   0.01523   2.4477
0.822299   0.003442   2.44768
0.822299   0.000533   1.173
0.822299   0.001203   2.44763
0.822299   0.001477   2.44764
0.822299   0.000624   1.03238
0.822299   0.000746   0.904311
0.822299   0.002345   2.44763
0.822299   0.000701   1.83831
0.822299   0.000457   0.704961
0.822299   0.000807   0.683231
0.822299   0.000305   0.45292
0.761831   0.000434   1.89868
0.761831   0.000317   1.13045
0.761831   9.1e-05    0.965001
0.761831   6.1e-05    0.4969
0.761831   0.00033     0.3042
0.55073   1.7e-05     2.71933
0.55073   0.00082     2.10998
0.55073   0.000208    1.34149
0.55073   0.000286    2.71955
0.55073   0.000751    2.10993
0.55073   8.3e-05     1.0581
0.55073   0.000148    0.976181
0.55073   0.000117    0.708871
0.55073   0.000174    0.6308
0.55073   7.3e-05     0.6
