3.275   0.191484   1   0
2.66069   0.005815   1   0.60932
1.89232   0.033083   1   1.37767
1.89232   0.040603   1   1.37767
1.85451   0.002462   1   1.4158
1.85451   0.006461   1   1.4158
1.72663   0.002775   1   1.54334
1.72663   0.028312   1   1.54334
1.72663   4.2e-05   1   0.528
1.72663   0.00015   1   0.2688
1.60872   0.004708   1   1.66128
1.60872   0.001408   1   1.66128
1.55703   0.000967   1   1.1037
1.55703   0.000667   1   0.697931
1.54039   0.027908   1   1.7296
1.54039   0.144678   1   1.7296
1.54039   0.002836   1   1.7296
1.54039   0.000723   1   0.3519
1.52702   0.001253   1   1.74298
1.50549   0.150057   1   1.76449
1.50549   0.016026   1   1.76449
1.50549   0.0013   1   1.76449
1.50549   0.001596   1   1.76449
1.50549   0.000282   1   1.76449
1.50549   0.000739   1   1.1551
1.50549   3e-05   1   0.221
1.37969   0.000842   1   1.89032
1.37969   0.014526   1   1.89032
1.37969   0.000552   1   0.61577
1.18156   0.000435   1   1.47917
1.18156   0.000588   1   0.710711
1.42256   0.020309   1   1.84743
1.42256   0.058528   1   1.84743
1.42256   0.000281   1   0.832361
1.42256   0.000784   1   0.57278
1.42256   0.000594   1   1.84743
1.42256   0.000729   1   1.23813
1.42256   0.00038   1   0.3042
1.25917   0.00044   1   2.01082
1.25917   0.013181   1   2.01084
1.25917   0.000552   1   0.6331
1.25917   0.000173   1   0.59524
1.25269   6e-05   1   2.0167
1.25269   0.024069   1   2.01731
1.25269   0.000335   1   0.63962
1.25269   6.7e-05   1   0.356
1.25269   3.1e-05   1   0.2528
1.15147   0.012014   1   2.11852
1.15147   0.022043   1   2.11853
1.15147   0.000443   1   0.740761
1.15147   0.00135   1   2.11891
1.15147   0.003544   1   2.11861
1.15147   0.00066   1   2.11849
1.15147   0.003422   1   2.1185
1.15147   6.7e-05   1   0.84368
1.15147   1.7e-05   1   0.74079
1.12217   0.000131   1   2.14799
1.12217   0.003809   1   2.14785
1.12217   0.000175   1   0.873061
1.12217   0.000278   1   0.769701
1.12217   5.7e-05   1   0.4867
1.07746   0.000422   1   2.19259
1.07746   0.007037   1   2.19252
1.07746   4.2e-05   1   0.917701
1.07746   0.000387   1   0.814961
1.07746   0.00057   1   0.64922
1.07746   0.000113   1   0.42807
1.06591   0.049356   1   2.20406
1.06591   0.002665   1   2.20407
1.06591   0.000653   1   1.59481
1.06591   0.000532   1   2.20412
1.06591   0.000133   1   0.788601
1.06591   0.000533   1   0.66094
1.06591   0.000775   1   0.54283
1.06591   0.000987   1   0.47444
1.06591   0.000508   1   0.46108
1.00359   0.000167   1   2.26653
1.00359   0.000482   1   1.65707
1.00359   0.000104   1   0.991491
1.00359   0.000378   1   0.723081
1.00359   0.000651   1   0.53678
1.00359   0.000182   1   0.50199
0.976643   0.000117   1   0.878031
0.976643   0.000231   1   0.915751
0.976643   0.002152   1   2.29333
0.976643   0.003083   1   2.29338
0.787533   2.2e-05   1   2.4828
0.787533   0.002114   1   2.48248
0.787533   0.00445   1   2.48245
0.787533   0.000765   1   1.10471
0.787533   0.000174   1   0.939601
0.787533   0.001223   1   2.48246
0.787533   0.000366   1   1.87314
0.787533   0.000201   1   2.48245
0.787533   0.001042   1   2.48247
0.787533   2e-05   1   1.20764
0.787533   5e-06   1   1.10475
0.787533   6.2e-05   1   0.63472
0.787533   0.000276   1   0.48795
0.787533   0.000124   1   0.39405
0.787533   0.000365   1   0.33478
0.787533   0.001088   1   2.48249
0.787533   0.000163   1   1.2079
0.787533   1.2e-05   1   0.8214
0.764631   5.7e-05   1   2.50548
0.764631   0.001494   1   2.50537
0.764631   8.4e-05   1   1.2306
0.764631   0.0001   1   0.961621
0.66532   4e-06   1   2.6045
0.66532   6.1e-05   1   1.9946
0.66532   0.000765   1   1.32994
0.66532   0.000168   1   1.2267
0.66532   0.000161   1   0.943331
0.66532   9.2e-05   1   0.840401
0.66532   0.000253   1   0.39602
0.60769   2e-06   1   2.6623
0.60769   0.000694   1   2.05297
0.60769   0.000115   1   1.284
0.60769   0.000388   1   1.1189
0.60769   5.5e-05   1   0.949801
0.60769   1.8e-05   1   0.6515
0.57538   0.000318   1   2.69466
0.57538   0.000458   1   2.08519
0.57538   5.6e-05   1   1.4197
0.57538   0.000848   1   1.31699
0.57538   0.000212   1   1.0333
0.57538   5.9e-05   1   0.952201
0.57538   0.000271   1   0.930201
0.57538   0.000246   1   0.847161
0.57538   0.00017   1   0.699821
0.57538   5.9e-05   1   0.677411
0.57538   0.000229   1   0.48592
0.57124   2.8e-05   1   2.69926
0.57124   0.00046   1   2.08967
0.57124   4.6e-05   1   1.3215
0.57124   0.000157   1   1.1556
0.57124   8.5e-05   1   1.038
0.57124   9.7e-05   1   0.934501
0.57124   6.4e-05   1   0.687601
0.57124   0.000105   1   0.4942
0.541391   6.9e-05   1   2.12
0.541391   0.000252   1   1.06739
0.541391   0.003227   1   2.72857
0.541391   0.000345   1   2.11929
0.541391   6.2e-05   1   1.35086
0.541391   2.2e-05   1   1.313
0.541391   1e-06   1   1.18508
0.541391   0.00041   1   0.733811
0.541391   0.000168   1   0.5246
0.541391   0.000165   1   0.5199
0.541391   0.000673   1   0.28097
