185  	0    15000.5             
185  	1    15000.7             
185  	2    15001               
185  	3    15001.4             
185  	4    15001.7             
185  	5    15002.1             
185  	6    15002.5             
185  	7    15003               
185  	8    15003.3             
185  	9    15003.6             
185  	10   15003.8             
185  	11   15003.7             
185  	12   15003.3             
185  	13   15002.6             
185  	14   15001.4             
185  	15   15000.1             
185  	16   14998.8             
185  	17   14997.8             
185  	18   14997.5             
185  	19   14997.9             
185  	20   14998.7             
185  	21   14999.2             
185  	22   14999               
185  	23   14997.5             
185  	24   14996               
185  	25   14996               
185  	26   14999.2             
185  	27   15006.3             
185  	28   15017.3             
185  	29   15022.8             
185  	30   15020.1             
185  	31   15005.5             
185  	32   14994.1             
185  	33   15000.4             
185  	34   15006.5             
185  	35   14993.8             
185  	36   14995.2             
185  	37   15021.4             
185  	38   15015.7             
185  	39   14994.4             
185  	40   14995               
185  	41   14984.8             
185  	42   14985.2             
185  	43   15010.9             
185  	44   14978.7             
185  	45   14974.7             
185  	46   14974.7             
185  	47   14972.5             
185  	48   14967.6             
185  	49   14961.2             
185  	50   14954.5             
185  	51   14952.8             
185  	52   14943.4             
185  	53   14933.4             
185  	54   14925.8             
185  	55   14925.5             
185  	56   14917.8             
185  	57   14908               
185  	58   14897               
185  	59   14888.4             
185  	60   14882.9             
185  	61   14879.3             
185  	62   14881.5             
185  	63   14887.4             
185  	64   14895.6             
185  	65   14909.7             
185  	66   14927               
185  	67   14941.3             
185  	68   14953.4             
185  	69   14963.8             
185  	70   14969.2             
185  	71   14973.2             
185  	72   14977.7             
185  	73   14974.8             
185  	74   14968.7             
185  	75   14961.9             
185  	76   14954.9             
185  	77   14941               
185  	78   14927.8             
185  	79   14927.2             
185  	80   14931.6             
185  	81   14940.2             
185  	82   14948               
185  	83   14949.9             
185  	84   14949.5             
185  	85   14941.5             
185  	86   14937               
185  	87   14935.6             
185  	88   14937.1             
185  	89   14939.9             
185  	90   14943.7             
185  	91   14935.5             
185  	92   14935.5             
185  	93   14941.9             
185  	94   14936.7             
185  	95   14936.1             
185  	96   14939.3             
185  	97   14936.9             
185  	98   14936.4             
185  	99   14937.3             
185  	100  14936.7             
185  	101  14936.4             
185  	102  14935.8             
185  	103  14936.7             
185  	104  14937               
185  	105  14936.5             
185  	106  14936.1             
185  	107  14935.9             
185  	108  14936.1             
185  	109  14935.7             
185  	110  14935.5             
185  	111  14935.5             
185  	112  14935.3             
185  	113  14935.6             
185  	114  14936.5             
185  	115  14938.6             
185  	116  14940.7             
185  	117  14942.1             
185  	118  14938.9             
185  	119  14937               
185  	120  14937.6             
185  	121  14944               
185  	122  14952.4             
185  	123  14961.4             
185  	124  14955.7             
185  	125  14952.7             
185  	126  14958.7             
185  	127  14951.5             
185  	128  14949.5             
185  	129  14961.3             
185  	130  14952.8             
185  	131  14943.9             
185  	132  14939.4             
185  	133  14939.4             
185  	134  14940               
185  	135  14941.2             
185  	136  14942.6             
185  	137  14944.7             
185  	138  14947.9             
185  	139  14950.9             
185  	140  14955.3             
185  	141  14965.3             
185  	142  14973.7             
185  	143  14983.1             
185  	144  14999.7             
185  	145  15018               
185  	146  15039.7             
185  	147  15068.5             
185  	148  15094.7             
185  	149  15122.7             
185  	150  15158.7             
185  	151  15201.4             
185  	152  15251.1             
185  	153  15311               
185  	154  15384.7             
185  	155  15470.9             
185  	156  15575.8             
185  	157  15703.7             
185  	158  15852.2             
185  	159  16031.7             
185  	160  16243.3             
185  	161  16482               
185  	162  16757.7             
185  	163  17061               
185  	164  17384.2             
185  	165  17720.6             
185  	166  18046.4             
185  	167  18361.8             
185  	168  18627.2             
185  	169  18838.3             
185  	170  19019.9             
185  	171  19145               
185  	172  19288.4             
185  	173  19478.8             
185  	174  19778.9             
185  	175  20189.2             
185  	176  20671.8             
185  	177  21188.3             
185  	178  21644.6             
185  	179  22035.6             
185  	180  22209.4             
185  	181  22150.9             
185  	182  21899.6             
185  	183  21245.3             
185  	184  20435               
185  	185  19529.2             
185  	186  18642.1             
185  	187  18039.5             
185  	188  17649.3             
185  	189  17511.5             
185  	190  17373.8             
185  	191  17226.8             
185  	192  16955.8             
185  	193  16700.7             
185  	194  16464.1             
185  	195  16208.2             
185  	196  16064               
185  	197  16011.7             
185  	198  15884.4             
185  	199  15654.1             
185  	200  15389.2             
185  	201  15372.9             
185  	202  15332.1             
185  	203  15272.7             
185  	204  15297.6             
185  	205  15313.9             
185  	206  15317.7             
185  	207  15271.3             
185  	208  15268.6             
185  	209  15296.6             
185  	210  15327.9             
185  	211  15356               
185  	212  15376.4             
185  	213  15383.8             
185  	214  15386.9             
185  	215  15385.3             
185  	216  15355.3             
185  	217  15321.7             
185  	218  15285               
185  	219  15234.1             
185  	220  15184.8             
185  	221  15138.8             
185  	222  15099.3             
185  	223  15068.4             
185  	224  15046.9             
185  	225  15034.1             
185  	226  15025.2             
185  	227  15019.3             
185  	228  15014.2             
185  	229  15010               
185  	230  15007               
185  	231  15005.5             
185  	232  15005.7             
185  	233  15008               
185  	234  15007.3             
185  	235  15009.5             
185  	236  15013.4             
185  	237  15017.5             
185  	238  15021.6             
185  	239  15024.8             
185  	240  15026.8             
185  	241  15028.4             
185  	242  15029.5             
185  	243  15030.2             
185  	244  15031.2             
185  	245  15031.9             
185  	246  15032               
185  	247  15031.1             
185  	248  15029.2             
185  	249  15026.7             
185  	250  15023.4             
185  	251  15019.1             
185  	252  15013.5             
185  	253  15006.6             
185  	254  14998.2             
185  	255  14988.3             
185  	256  14976.8             
185  	257  14963.7             
185  	258  14949.2             
185  	259  14933.7             
185  	260  14917.5             
185  	261  14901.4             
185  	262  14885.9             
185  	263  14871.9             
185  	264  14859.9             
185  	265  14850.3             
185  	266  14843.4             
185  	267  14839.1             
185  	268  14837.1             
185  	269  14837.2             
185  	270  14838.9             
185  	271  14842               
185  	272  14846.1             
185  	273  14852.2             
185  	274  14857.8             
185  	275  14863.4             
185  	276  14869.1             
185  	277  14875               
185  	278  14880.4             
185  	279  14885.6             
185  	280  14890.6             
185  	281  14894.9             
185  	282  14898.9             
185  	283  14902.7             
185  	284  14905.9             
185  	285  14908.8             
185  	286  14911.5             
185  	287  14913.8             
185  	288  14915.9             
185  	289  14917.9             
185  	290  14919.5             
185  	291  14921               
185  	292  14922.4             
185  	293  14923.6             
185  	294  14924.7             
185  	295  14925.7             
185  	296  14926.6             
185  	297  14927.4             
185  	298  14928.2             
185  	299  14928.8             
