0.0831764  1e-06  746.308
0.0831764  1.04713e-06  746.281
0.0831764  1.09648e-06  746.251
0.0831764  1.14815e-06  746.218
0.0831764  1.20226e-06  746.182
0.0831764  1.25893e-06  746.143
0.0831764  1.31826e-06  746.1
0.0831764  1.38038e-06  746.054
0.0831764  1.44544e-06  746.003
0.0831764  1.51356e-06  745.948
0.0831764  1.58489e-06  745.888
0.0831764  1.65959e-06  745.822
0.0831764  1.7378e-06  745.751
0.0831764  1.8197e-06  745.674
0.0831764  1.90546e-06  745.59
0.0831764  1.99526e-06  745.499
0.0831764  2.0893e-06  745.4
0.0831764  2.18776e-06  745.294
0.0831764  2.29087e-06  745.178
0.0831764  2.39883e-06  745.053
0.0831764  2.51189e-06  744.918
0.0831764  2.63027e-06  744.773
0.0831764  2.75423e-06  744.617
0.0831764  2.88403e-06  744.449
0.0831764  3.01995e-06  744.269
0.0831764  3.16228e-06  744.076
0.0831764  3.31131e-06  743.87
0.0831764  3.46737e-06  743.65
0.0831764  3.63078e-06  743.415
0.0831764  3.80189e-06  743.167
0.0831764  3.98107e-06  742.904
0.0831764  4.16869e-06  742.625
0.0831764  4.36516e-06  742.332
0.0831764  4.57088e-06  742.024
0.0831764  4.7863e-06  741.701
0.0831764  5.01187e-06  741.363
0.0831764  5.24807e-06  741.011
0.0831764  5.49541e-06  740.645
0.0831764  5.7544e-06  740.266
0.0831764  6.0256e-06  739.873
0.0831764  6.30957e-06  739.467
0.0831764  6.60693e-06  739.049
0.0831764  6.91831e-06  738.616
0.0831764  7.24436e-06  738.17
0.0831764  7.58578e-06  737.708
0.0831764  7.94328e-06  737.229
0.0831764  8.31764e-06  736.731
0.0831764  8.70964e-06  736.209
0.0831764  9.12011e-06  735.66
0.0831764  9.54993e-06  735.081
0.0831764  1e-05  734.465
0.0831764  1.04713e-05  733.809
0.0831764  1.09648e-05  733.109
0.0831764  1.14815e-05  732.361
0.0831764  1.20226e-05  731.566
0.0831764  1.25893e-05  730.726
0.0831764  1.31826e-05  729.844
0.0831764  1.38038e-05  728.931
0.0831764  1.44544e-05  727.998
0.0831764  1.51356e-05  727.06
0.0831764  1.58489e-05  726.136
0.0831764  1.65959e-05  725.244
0.0831764  1.7378e-05  724.405
0.0831764  1.8197e-05  723.638
0.0831764  1.90546e-05  722.958
0.0831764  1.99526e-05  722.381
0.0831764  2.0893e-05  721.912
0.0831764  2.18776e-05  721.551
0.0831764  2.29087e-05  721.286
0.0831764  2.39883e-05  721.096
0.0831764  2.51189e-05  720.954
0.0831764  2.63027e-05  720.837
0.0831764  2.75423e-05  720.731
0.0831764  2.88403e-05  720.69
0.0831764  3.01995e-05  720.799
0.0831764  3.16228e-05  721.157
0.0831764  3.31131e-05  721.833
0.0831764  3.46737e-05  722.817
0.0831764  3.63078e-05  724.042
0.0831764  3.80189e-05  725.442
0.0831764  3.98107e-05  727.032
0.0831764  4.16869e-05  728.876
0.0831764  4.36516e-05  730.961
0.0831764  4.57088e-05  733.092
0.0831764  4.7863e-05  734.947
0.0831764  5.01187e-05  736.242
0.0831764  5.24807e-05  736.869
0.0831764  5.49541e-05  736.879
0.0831764  5.7544e-05  736.371
0.0831764  6.0256e-05  735.349
0.0831764  6.30957e-05  733.681
0.0831764  6.60693e-05  731.363
0.0831764  6.91831e-05  728.774
0.0831764  7.24436e-05  726.435
0.0831764  7.58578e-05  724.595
0.0831764  7.94328e-05  723.376
0.0831764  8.31764e-05  722.85
0.0831764  8.70964e-05  723.092
0.0831764  9.12011e-05  724.07
0.0831764  9.54993e-05  725.917
0.0831764  0.0001  728.299
0.0831764  0.000104713  730.366
0.0831764  0.000109648  731.622
0.0831764  0.000114815  732.17
0.0831764  0.000120226  732.24
0.0831764  0.000125893  731.769
0.0831764  0.000131826  730.763
0.0831764  0.000138038  729.274
0.0831764  0.000144544  727.658
0.0831764  0.000151356  726.432
0.0831764  0.000158489  725.601
0.0831764  0.000165959  725.357
0.0831764  0.00017378  725.914
0.0831764  0.00018197  727.018
0.0831764  0.000190546  728.092
0.0831764  0.000199526  728.981
0.0831764  0.00020893  729.29
0.0831764  0.000218776  728.818
0.0831764  0.000229087  728.486
0.0831764  0.000239883  728.928
0.0831764  0.000251189  729.193
0.0831764  0.000263027  728.175
0.0831764  0.000275423  727.214
0.0831764  0.000288403  727.087
0.0831764  0.000301995  727.277
0.0831764  0.000316228  727.929
0.0831764  0.000331131  728.646
0.0831764  0.000346737  728.069
0.0831764  0.000363078  727.293
0.0831764  0.000380189  727.742
0.0831764  0.000398107  729.165
0.0831764  0.000416869  728.458
0.0831764  0.000436516  727.894
0.0831764  0.000457088  727.774
0.0831764  0.00047863  727.441
0.0831764  0.000501187  727.637
0.0831764  0.000524807  728.364
0.0831764  0.000549541  728.882
0.0831764  0.00057544  727.306
0.0831764  0.00060256  728.02
0.0831764  0.000630957  728.09
0.0831764  0.000660693  728.064
0.0831764  0.000691831  727.884
0.0831764  0.000724436  728.208
0.0831764  0.000758578  727.838
0.0831764  0.000794328  727.6
0.0831764  0.000831764  728.225
0.0831764  0.000870964  728.165
0.0831764  0.000912011  728.186
0.0831764  0.000954993  727.521
0.0831764  0.001  728.33
0.0831764  0.00104713  727.893
0.0831764  0.00109648  727.856
0.0831764  0.00114815  727.714
0.0831764  0.00120226  728.243
0.0831764  0.00125893  727.835
0.0831764  0.00131826  727.688
0.0831764  0.00138038  727.991
0.0831764  0.00144544  728.868
0.0831764  0.00151356  726.892
0.0831764  0.00158489  728.786
0.0831764  0.00165959  728.019
0.0831764  0.0017378  727.416
0.0831764  0.0018197  727.786
0.0831764  0.00190546  727.249
0.0831764  0.00199526  730.886
0.0831764  0.0020893  726.802
0.0831764  0.00218776  726.947
0.0831764  0.00229087  727.056
0.0831764  0.00239883  727.539
0.0831764  0.00251189  729.559
0.0831764  0.00263027  727.81
0.0831764  0.00275423  726.442
0.0831764  0.00288403  725.609
0.0831764  0.00301995  726.423
0.0831764  0.00316228  727.812
0.0831764  0.00331131  726.938
0.0831764  0.00346737  728.306
0.0831764  0.00363078  729.428
0.0831764  0.00380189  725.788
0.0831764  0.00398107  728.883
0.0831764  0.00416869  728.527
0.0831764  0.00436516  728.207
0.0831764  0.00457088  727.969
0.0831764  0.0047863  727.677
0.0831764  0.00501187  728.735
0.0831764  0.00524807  726.775
0.0831764  0.00549541  728.791
0.0831764  0.0057544  727.155
0.0831764  0.0060256  727.008
0.0831764  0.00630957  729.049
0.0831764  0.00660693  728.666
0.0831764  0.00691831  728.746
0.0831764  0.00724436  725.885
0.0831764  0.00758578  727.692
0.0831764  0.00794328  727.94
0.0831764  0.00831764  728.326
0.0831764  0.00870964  727.361
0.0831764  0.00912011  729.555
0.0831764  0.00954993  728.207
0.0831764  0.01  728.29
