#Observed and expected event rates in each zenith-spectra data set at 1AU. Unit:events/kton/year
#The errors are statistical only.
#Expected event rates are for BP2004 SSM flux values(5.79e6 for B8 and 7.88e3 for hep. Unit:/cm^2/sec)
#
#Energy[MeV]                   															Observed rate     																								           			   Expected rate
#             Day     				Mantle1     		Mantle2        	Mantle3      		Mantle4        	Mantle5     		Core       											B8    					hep
#cos(theta_z) <0      				0~0.16      		0.16~0.33     	0.33~0.50     	0.50~0.67      	0.67~0.84   		0.84~1    
5.5		6.5			127		6		-6		124		15	-15		106		14	-14		132		13	-12		146		13	-12		140		14	-13		119		15	-14										320							0.603
6.5		8.0			149		4		-4		166		11	-10		158		10	-9		137		8		-8		150		8		-8		141		9		-9		137		10	-9										358							0.799
8.0		9.5			87.8	2.6	-2.6	90.7	7.2	-6.8	92.1	6.7	-6.4	90.5	5.8	-5.5	99.8	5.9	-5.6	90.3	6.4	-6.0	88.5	7.0	-6.6									223.8						0.653
9.5		11.5		57.1	1.9	-1.8	56.5	5.2	-4.8	63.3	5.0	-4.6	56.8	4.1	-3.9	59.6	4.2	-3.9	60.1	4.6	-4.3	60.9	5.2	-4.8									143.4						0.631
11.5	13.5		18.7	1.0	-0.9	20.0	2.8	-2.4	13.8	2.3	-2.0	15.3	2.0	-1.8	19.5	2.2	-2.0	17.0	2.3	-2.0	20.4	2.7	-2.3									44.4						0.379
13.5	16.0		4.28 0.48 -0.43	4.78 1.45	-1.08	6.97 1.56	-1.24	5.82 1.22	-0.98	5.58 1.19	-0.95	3.70 1.14	-0.85	3.93 1.27	-0.93									9.33						0.211
